ID,Tweet Content,Likes,Retweets,Replies,Tweet Creation Date,Engagement,Engagement_Level,Emocion,Intensidad,Prob_Emocion
145,"No hagáis ver que estáis preocupados por lo de Whatsapp, que no os escribe ni el tato.",20563,1245,228,2022-04-28 21:13:02,22036,Alto,Neutral,Media,0.537
146,"NUEVO PODCAST
Como cada semana, la tertulia con las noticias más interesantes de los últimos días. ¡No os lo podéis perder!",975,34,23,2022-05-03 15:20:38,1032,Bajo,Alegría,Alta,0.966
147,"Esta mañana nos encontramos esta maravilla de cartel y se nos ha ocurrido hacer un hilo para que entendáis por qué lo es y, de paso, conocéis algunos pufos donde el dinero del contribuyente podría haberse gastado mejor.",1500,558,22,2022-05-04 10:01:46,2080,Bajo,Neutral,Alta,0.891
148,"Mañana el gran Iker Jiménez 
@navedelmisterio
 regresa a The Wild Project para un episodio ESPECTACULAR.
Ya veréis ya...",7956,295,133,2022-05-04 13:30:50,8384,Medio,Alegría,Alta,0.935
149,Quiero felicitar al Real Madrid por su Champions número 14. Hijos de puta.,40110,2222,618,2022-05-04 21:48:57,42950,Alto,Enfado,Alta,0.762
150,Todos los culés ahora mismo.,16121,623,82,2022-05-04 22:32:57,16826,Alto,Neutral,Alta,0.982
151,"NUEVO PODCAST
Regresa Iker Jiménez a The Wild Project y no puedo estar más contento. Como siempre, un genio sin pelos en la lengua.",1411,67,43,2022-05-05 14:09:23,1521,Bajo,Alegría,Alta,0.994
152,"¡Hermosos!
¿Queréis conseguir una Ballantine’s x Moxxi’s Bar Edition?
Simplemente haced RT a este tweet y seguidme a mí y a 
@ballantines_ES
 #BallantinesxBorderlands.
No lo olvidéis, haz un consumo responsable con Moxxi: 
https://
youtu.be/aiZb_b-kg-A
#TweetPatrocinado",603,174,17,2022-05-05 14:23:42,794,Bajo,Alegría,Alta,0.874
153,¿Van a nominar los Oscars a Amber Heard por su gran interpretación en el juicio?,55830,3469,450,2022-05-05 14:43:32,59749,Viral,Neutral,Alta,0.97
154,"NOCHE ÉPICA
Tengo ganas de que llegue el podcast de martes para aburrir a mis tertulianos con el análisis de la velada durante media hora.",3596,85,122,2022-05-06 16:13:01,3803,Medio,Alegría,Alta,0.897
155,"El único equipo que tiene el derecho de ganar al Barça es mi Beti, el mejor equipo del universo.",9029,183,63,2022-05-07 19:33:41,9275,Medio,Alegría,Alta,0.931
156,"De los mejores KOs de la historia
#UFC274",5401,214,81,2022-05-08 03:54:34,5696,Medio,Alegría,Baja,0.473
157,Canelo siempre en mi equipo,16024,344,133,2022-05-08 05:08:11,16501,Alto,Alegría,Alta,0.763
158,"NUEVO PODCAST
Tertulia como cada semana con las noticias más interesantes. En este caso me acompaña mi amigo rata, y el legendario 
@Loulogio_Pi
. ¡No os lo perdáis!",1222,44,24,2022-05-10 13:48:55,1290,Bajo,Alegría,Alta,0.981
159,"Hoy es el cumpleaños del padre de todos, 69 años… gran edad.
¡Todo el mundo a felicitarle!
Te quiero papi ",38695,1102,558,2022-05-11 15:04:05,40355,Alto,Alegría,Alta,0.996
160,Mis dos calvos favoritos ,1205,31,4,2022-05-11 19:46:53,1240,Bajo,Alegría,Alta,0.838
161,Frenkie de Jong cuando vaya a cualquier otro equipo:,26751,761,142,2022-05-12 01:46:02,27654,Alto,Neutral,Alta,0.98
162,"NUEVO VÍDEO
Genio y figura. 
@LMDShow
 se viene al Wild Project para una charlaza de 12 horas sobre toda la existencia humana.",6877,427,64,2022-05-12 15:06:29,7368,Medio,Alegría,Alta,0.819
163,Mis bitcoins ahora mismo:,20597,633,124,2022-05-13 22:03:26,21354,Alto,Neutral,Alta,0.981
164,De Eurovision solo me interesan los memes cuando España quede antepenúltima siendo favorita again.,17122,706,176,2022-05-14 20:09:32,18004,Alto,Neutral,Alta,0.93
165,Si gana España es por mí y mi tweet anterior. De nada.,10647,142,56,2022-05-14 22:05:51,10845,Alto,Neutral,Alta,0.779
166,"Acabo de ver el vídeo de un psicópata entrando armado a un supermercado en USA disparando y matando a todo aquel que se encontrara, mientras retransmitía la matanza en vivo en Twitch… En qué época más extraña y oscura nos ha tocado vivir.",102227,7298,2376,2022-05-15 15:02:20,111901,Viral,Sorpresa,Baja,0.468
167,A VER PODEMOS RECONOCER YA A LUKA DONCIC COMO MEJOR JUGADOR DE LA NBA POR FAVOR,18864,927,382,2022-05-16 01:59:47,20173,Alto,Neutral,Alta,0.946
168,"NUEVO PODCAST
Como cada semana, la tertulia con las noticias más interesantes de la semana. Y sí, lo que queréis escuchar también. Puñeteros.",2132,64,47,2022-05-17 14:50:17,2243,Bajo,Neutral,Alta,0.95
169,Lo que nos faltaba para irnos a tomar por culo: la viruela del mono.,21233,853,185,2022-05-18 21:38:39,22271,Alto,Enfado,Media,0.749
170,Espero que los japoneses hayan actualizado sus edificios anti-terremotos porque cuando Jagger y Bustamante se peleen el mundo temblará.,15239,360,73,2022-05-19 01:25:25,15672,Alto,Neutral,Media,0.672
171,"NUEVO PODCAST
Oriol Junqueras me visita para un episodio muy chulo donde me explica su paso por la cárcel, sus motivos para la búsqueda de la independencia de Catalunya y mucho más.",2613,261,194,2022-05-19 14:20:13,3068,Medio,Neutral,Media,0.591
172,Me encanta ,4176,78,15,2022-05-19 20:03:41,4269,Medio,Alegría,Alta,0.795
173,Los únicos que nos pueden salvar el año a los culés son el Liverpool y la mamá de Mbappé.,39873,1811,626,2022-05-20 14:01:59,42310,Alto,Neutral,Media,0.622
174,"Lo de Mbappé es un ridículo histórico. Años dando por culo con su llegada para acabar renovando.
Al menos este año me llevo una alegría futbolística.",41585,2134,1116,2022-05-21 18:59:17,44835,Alto,Enfado,Alta,0.895
175,"NUEVO PODCAST
Nueva tertulia en The Wild Project, donde comentaremos el gran fichaje de Mbappé por parte del Madrid y mucho más ",1671,56,55,2022-05-24 14:51:56,1782,Bajo,Neutral,Alta,0.974
176,"NUEVO PODCAST
Uno de los fundadores de Globalia, visita The Wild Project para explicar como se hizo millonario de la nada y como logró un imperio de 18mil trabajadores. ¡No te lo pierdas!",1103,35,39,2022-05-26 16:17:32,1177,Bajo,Neutral,Media,0.631
177,"Hoy hay algún partidillo de equipos amateurs, ¿no?",15469,291,272,2022-05-28 15:46:24,16032,Alto,Neutral,Alta,0.995
178,Yo soy del Liverpool desde que nací.,23710,1258,439,2022-05-28 19:06:39,25407,Alto,Neutral,Alta,0.77
179,"Objetivamente, por la épica y por las remontadas surrealistas, el Madrid se merece la Champions. No queda más que aceptarlo.",18585,735,222,2022-05-28 21:03:45,19542,Alto,Neutral,Alta,0.863
180,Ojalá el Liverpool se marque un Madrid.,8117,147,217,2022-05-28 21:27:09,8481,Medio,Neutral,Alta,0.982
181,El Madrid ganando la Champions sin superar ni a un solo rival en juego es lo más surrealista del año.,80385,7228,4075,2022-05-28 21:34:28,91688,Viral,Sorpresa,Alta,0.946
182,Ala madrid,14369,356,297,2022-05-28 22:11:31,15022,Alto,Neutral,Media,0.521
183,"Si solo pudiera borrar una cosa de la faz de la Tierra, sería el lip sync en tik tok e instagram.",10931,313,124,2022-05-29 20:14:37,11368,Alto,Neutral,Alta,0.968
184,"ME APETECE UN MONTÓN ESTA SEMANA VOLVER AL RINCÓN DE GIORGIO.
¿Os viene de gusto un vídeo con una historia real acojonante?",30184,574,735,2022-05-31 11:56:39,31493,Alto,Alegría,Alta,0.99
185,"NUEVO PODCAST
Tertulia semanal en vuestro podcast favorito. Esta semana me toca hablar del Madrid de los huevos y su Champions número 16374479.

https://
youtu.be/edKeuCp5eVY",985,31,28,2022-05-31 14:45:11,1044,Bajo,Neutral,Alta,0.978
186,Tamayo somos todos nosotros intentando vivir dignamente.,5153,164,32,2022-05-31 18:40:37,5349,Medio,Neutral,Alta,0.977
187,"Disney, ¿Puedes dejar de matar Star Wars? Gracias.",23956,1403,686,2022-06-01 03:13:50,26045,Alto,Neutral,Media,0.646
188,"La espera para el veredicto del juicio de Johnny Depp vs Amber Heard parece la final de un Mundial.
Yo digo Depp 4-2 con hat-trick de su abogado.",17702,633,118,2022-06-01 18:36:53,18453,Alto,Neutral,Alta,0.947
189,Johnny Depp ,90600,5123,292,2022-06-01 19:47:54,96015,Viral,Neutral,Alta,0.951
190,"Este domingo regreso al RINCÓN DE GIORGIO, ya es oficial.
Vídeo sobre un caso terrorífico de hace unos pocos años, en Rusia, de una pareja que hacía... mejor no os hago spoiler.
¡Nos vemos el domingo!",12303,332,124,2022-06-02 12:27:16,12759,Alto,Neutral,Alta,0.829
191,"NUEVO PODCAST
Darma, ex Fase2, me visita para una charla sobre Japón, ese país que muchos adoramos pero muy pocos conocen de verdad. No os lo perdáis 

https://
youtu.be/Eggbv5pYhNE",1555,77,29,2022-06-02 15:09:31,1661,Bajo,Neutral,Media,0.703
192,"Yo me creé el canal para subir entero el gameplay de RESIDENT EVIL 4 REMAKE.
No os preocupéis que el año que viene lo tendréis en vuestro canal favorito (el mío).",13157,561,152,2022-06-03 00:31:13,13870,Alto,Neutral,Alta,0.941
193,Se acerca una época en la que tener buena salud mental y estabilidad emocional será un lujo al alcance de muy pocos.,55910,6264,433,2022-06-04 12:17:21,62607,Viral,Neutral,Alta,0.885
194,"Mi gente, para los que preguntan, no estoy en el Partido de 
@DjMaRiiO
 como comentarista por tema Covid muy cercano, nada grave, al contrario, pero por si las moscas me quedo en casa.
¡Un abrazo y seguro que será un evento brutal!",14884,176,82,2022-06-04 18:10:30,15142,Alto,Alegría,Alta,0.983
195,"Estos como mucho han destapado un bote de ketchup.

@TamayoStuff
 siempre en mi equipo ",5676,366,30,2022-06-05 00:46:02,6072,Medio,Neutral,Alta,0.976
196,"NUEVO VÍDEO
Lo prometido es deuda, regreso al RINCÓN DE GIORGIO con uno de los casos más bestias hasta el momento. Los Baksheev, la familia rusa caníbal que vendía la carne de sus víctimas...

https://
youtu.be/XKvK5I7wPmU",2587,120,44,2022-06-05 14:11:52,2751,Bajo,Neutral,Alta,0.803
197,RAFA NADAL ES EL PUTO PADRE DE ESPAÑA,19417,793,116,2022-06-05 15:32:56,20326,Alto,Alegría,Alta,0.874
198,Las pruebas del mejor culo de España. ¿Lo superáis? Yo creo que no.,31185,1221,894,2022-06-07 13:22:09,33300,Alto,Sorpresa,Alta,0.774
199,"NUEVO PODCAST
Nueva tertulia semanal, las noticias más interesantes de los últimos días de mano de vuestro tito Jordi y sus amigos.

https://
youtu.be/vvv-poDwowI",1071,27,21,2022-06-07 14:44:51,1119,Bajo,Neutral,Alta,0.962
200,"Mi gente:
Estoy preparando un debate Capitalismo VS Comunismo que voy a moderar yo.
Ya tengo al capitalista, y me falta el comunista. ¿Me ayudáis?
Busco una persona instruida y culta, que sepa y le guste debatir, con dotes para hablar; y que pueda venir a Catalunya (presencial).",39961,2733,5429,2022-06-07 19:51:44,48123,Alto,Neutral,Alta,0.916
201,"NUEVO PODCAST
Me reúno con 
@KiddKeo95Flames
 para un intenso podcast donde conoceremos al Keo real, su curiosa infancia en una comuna hippie y mucho más!",1619,78,51,2022-06-09 15:01:55,1748,Bajo,Alegría,Alta,0.901
202,"Una pregunta, ¿El E3 cuándo empieza?",11047,127,223,2022-06-09 22:55:57,11397,Alto,Neutral,Alta,0.989
203,"De verdad que NO entiendo el remake de THE LAST OF US 1. Es un juego que se sigue viendo y jugando de lujo, 0 desfasado. Y el remake tiene pinta que tampoco aportará nada tan diferencial como para justificar su existencia.
Bueno sí, sacar los cuartos con un juego repetido.",11376,470,368,2022-06-09 23:14:11,12214,Alto,Enfado,Alta,0.888
204,"De aquí justo una semana estaré a punto de empezar un reto que me llevará a estar 25 horas ininterrumpidas de podcast en stream, con secciones diversas, debates, juegos, terror, sorpresas... ¡Espero que me acompañéis todos! (antes de que me muera)",16599,374,137,2022-06-11 12:15:52,17110,Alto,Alegría,Alta,0.994
205,PERO EN SERIO HAY GENTE QUE SE QUIERE FOLLAR A UN VAPOREON¿?¿?¿¿?¿?¿?¿!?¿!¿!¿!?!¿!¿?!,29803,1568,1088,2022-06-12 15:48:29,32459,Alto,Sorpresa,Media,0.75
206,"ESTE JUNIO EN THE WILD PROJECT

- Miércoles 15: TWP #148 - Entrevista 1vs1

- Sábado 18: Especial 25h en directo

- Jueves 22: TWP #149 - Entrevista 1vs1

- Martes 28: TWP #150 - Tertulia final y despedida antes de vacaciones

Os quiero con la libretita y todo bien apuntado.",7476,269,99,2022-06-13 21:53:55,7844,Medio,Alegría,Alta,0.979
207,"NUEVO PODCAST
Siro López pasa por The Wild Project para hablar de todo, incluso de magia negra y la ouija (no es broma). ¡No os lo podéis perder!",1909,69,43,2022-06-15 14:58:31,2021,Bajo,Alegría,Alta,0.908
208,FINAL FANTASY VII REBIRTH Y MI HYPE POR LAS PUTAS NUBES.,4954,227,79,2022-06-16 22:25:39,5260,Medio,Sorpresa,Media,0.543
209,"Diego Ruzzarin estaba invitado y no ha podido venir por agenda (pero participará virtualmente). Armesilla me parece un crack y me encantaría tenerlo en un podcast y/o futuro debate.
Rallo y Vaquero darán juego y dejad de ser tan tóxicos y llorones porque hacéis el ridículo.",6958,327,189,2022-06-17 14:12:14,7474,Medio,Enfado,Alta,0.912
210,"Twitter:
- Traigo a un comunista militante (el que sea)
Hate: es un garrulo, se lo van a comer

- Traigo a un comunista teórico (el que sea)
Hate: ese no es comunista de verdad, postureo, solo lee libros

Stop amargura
Y tranquilos, va a haber más debates con diferentes perfiles.",7064,200,166,2022-06-17 14:54:33,7430,Medio,Enfado,Alta,0.869
211,"En resumen, creo que la idea de un debate entre un capitalista y un comunista (SEAN LOS QUE SEAN) es algo muy bonito, y voy a intentar que sea entretenido y que sirva para conocer más de ambas posturas.
Y si no os gusta, no estáis obligarlo a verlo.",12460,322,282,2022-06-17 15:07:04,13064,Alto,Neutral,Alta,0.975
212,"¡DEJEMOS EL DRAMA!
Este sábado 18 de Junio a las 4pm (hora española) comienza en The Wild Project un RETO de locos: 25 horas en directo de podcast. Con:
- EL DEBATE
- Tertulia
- Terror y Ouija en directo
- Mesa de ciencia
- Tamayo stories
- Más...
El link:",4284,232,60,2022-06-17 20:50:18,4576,Medio,Neutral,Alta,0.978
213,"He resubido el tweet porque me había equivocado de hora, es a las 16h (4pm) hora española, y no a las 5pm.

OS QUIERO.",1884,24,16,2022-06-17 20:52:19,1924,Bajo,Neutral,Alta,0.926
214,"YA EMPIEZA ESTO, 25 HORAS EN DIRECTO!

https://
youtu.be/f4jHskFLmJU",6323,279,82,2022-06-18 13:39:11,6684,Medio,Neutral,Media,0.691
215,25 HORAS EN DIRECTO EN THE WILD PROJECT - PODCAST RÉCORD MUNDIAL,2933,246,98,2022-06-18 14:08:41,3277,Medio,Neutral,Alta,0.86
216,"Número 1, 2 y 3 de Tendencias en Youtube 
Gracias a todos los que habéis estado en la absoluta locura que ha sido el THE WILD PROJECT 25 horas en directo, he sobrevivido y no puedo estar más orgulloso.",19088,684,234,2022-06-19 21:16:25,20006,Alto,Alegría,Alta,0.993
217,"Una de las cosas más bonitas de The Wild Project es la familia tan bonita que he creado, donde además de hacer un producto, somos amigos y nos llevamos de diez. Este dibujo que me regaló el gran 
@TheAutenticoOne
 lo muestra 
Buscad todos los detalles...
Gracias 
@Olierart",10636,546,110,2022-06-22 10:36:04,11292,Alto,Alegría,Alta,0.996
218,"NUEVO PODCAST
Dross y yo tenemos una charlita de horas hablando de todo, desde Buzz hasta Elden Ring, pasando por las IAs y peces. ¡No te lo pierdas!",3336,144,59,2022-06-23 14:48:51,3539,Medio,Alegría,Media,0.747
219,"Para los que me preguntan:
No voy a poder estar como invitado en la maravillosa VELADA DEL AÑO de Ibai porque justo en ese momento, estoy casando a uno de mis mejores amigos. No es coña, surrealismo puro, pero feliz.
Me hubiera encantado estar... el año que viene SIN FALTA.",25903,357,186,2022-06-23 20:46:13,26446,Alto,Alegría,Alta,0.99
220,"El mejor combate, con diferencia, va a ser Momo - Viruzz. No tengo pruebas, pero tampoco dudas.",44916,1087,225,2022-06-25 02:22:06,46228,Alto,Alegría,Media,0.733
221,"Al año que viene solo le pido un JAGGER VS LOGAN PAUL
La mayor batalla del bien contra el mal desde el Goku - Freezer.",64142,2598,745,2022-06-26 14:56:33,67485,Viral,Neutral,Alta,0.91
222,"Daros la noticia que mi padre ha sido operado hace poquitos días, de una hernia y de la vesícula (nada grave), que ya está en casa hecho un toro y que por fin de han acabado los médicos por una larga temporada.
Entrena duro Jagger, que el año que viene te lo envío ",37679,625,199,2022-06-26 18:32:13,38503,Alto,Alegría,Alta,0.98
223,Os juro que Skrillex es un primo mío de Cuenca.,67189,948,162,2022-06-26 19:24:43,68299,Viral,Neutral,Alta,0.866
224,"ÚLTIMO PODCAST ANTES DE VACACIONES
Tertulia final y me voy a rascarme los huevos un ratito. ¡No os la podéis perder!

https://
youtu.be/DHil4IJNLz8",2356,62,77,2022-06-28 14:31:58,2495,Bajo,Alegría,Media,0.531
225,"Ghislaine Maxwell, amante y confidente de Jeffrey Epstein, sentenciada a 20 años de cárcel. Pocos me parecen.",12910,446,199,2022-06-28 22:39:39,13555,Alto,Asco,Baja,0.447
226,Pues a mí me parece ESPECTACULAR que muchos no metaleros hayan conocido a Metallica por Stranger Things y eso les consiga un público más joven y fan de otras músicas. Bravo por la serie.,31390,1488,310,2022-07-06 18:18:30,33188,Alto,Alegría,Alta,0.996
227,Elon Musk al final no compra Twitter. ¿Nos reunimos los youtubers y streamers para comprarlo nosotros y convertirlo en un sitio de paz y amor?,19326,476,376,2022-07-10 12:29:49,20178,Alto,Neutral,Alta,0.965
228,Si no has intentado hacer un Kamehameha junto a tus compañeros de colegio no has tenido infancia.,15446,823,220,2022-07-10 13:00:35,16489,Alto,Neutral,Alta,0.93
229,"Vale, ahora sí que se acaba el mundo.",15495,856,116,2022-07-12 00:58:29,16467,Alto,Neutral,Alta,0.919
230,Esto es lo mejor que he visto en muchos años,2868,161,67,2022-07-12 19:43:52,3096,Medio,Alegría,Alta,0.958
231,"Netflix, por favor, deja de adaptar animes, videojuegos, y cualquier obra de ficción que exista. Gracias.

No miréis la nueva de Resident Evil, porque directamente es para pegarse un tiro.",21217,1249,626,2022-07-15 16:13:58,23092,Alto,Enfado,Alta,0.857
232,"El Barça ha pasado de tener que subir a un chaval del alevín D para poder completar la plantilla a fichar a Lewandowski y Raphinha a golpe de talonario.
Esto sí que es magia y no Harry Potter.",28189,1456,494,2022-07-16 12:14:52,30139,Alto,Neutral,Media,0.654
233,"Esperando a las 8 de la tarde para dar un paseo sin tanto calor.
El paseo:",9922,386,59,2022-07-20 13:53:55,10367,Alto,Neutral,Alta,0.986
234,"Hoy, final de temporada de la Taberna con Albert y con 
@motenai
. Como último programa hemos pensado en invitar a gente que está empezando en esto de hacer vídeos, así que vamos a tener a 
@JordiWild
. A las 22.30h aquí: 
https://
youtu.be/LRZdYU01FcE",1030,41,18,2022-07-20 15:46:35,1089,Bajo,Neutral,Alta,0.964
235,"O sea, me voy de vacaciones un tiempo y el mundo se vuelve completamente loco mientras.",12820,378,146,2022-07-20 20:17:55,13344,Alto,Neutral,Alta,0.904
236,"Me hubiera encantado estar en la estrena de #RubiusX, ya sabéis que adoro a ese cabrón, pero estoy en la playita desconectando de (casi) todo y no he podido anular la reserva.
Todo lo bueno que le pase a 
@Rubiu5
 es merecido.
Mil ganas de ver el documental, me emocionaré seguro ",14431,353,46,2022-07-21 18:53:33,14830,Alto,Alegría,Alta,0.994
237,Hay veces que cuando algo pequeño cae en el suelo entra en otra dimensión en el que nunca lo vas a encontrar. Aunque veas exactamente donde ha caído.,11971,447,129,2022-07-24 14:43:44,12547,Alto,Neutral,Media,0.709
238,"Contestad con un emoji lo que más os gusta/atrae de una persona físicamente.
Empiezo yo: ",18143,929,4776,2022-07-26 20:50:34,23848,Alto,Neutral,Alta,0.962
239,"¡¡Qué grande eres BRANDON MORENO!! 
#UFC277",7838,329,43,2022-07-31 03:51:07,8210,Medio,Alegría,Alta,0.993
240,Entro en Twitter después de bastante tiempo. Veo TERCERA GUERRA MUNDIAL. Cierro Twitter.,17929,646,107,2022-08-02 20:57:17,18682,Alto,Neutral,Alta,0.975
241,"Esta podría ser la mejor foto de la historia de un OVNI.
Y esta sí es real.
Se ha desclasificado por el Ministerio de Defensa de UK después de 30 años guardada y forma parte del caso Calvine.
Impresionante.",96532,7845,1493,2022-08-14 14:10:56,105870,Viral,Sorpresa,Alta,0.978
242,"Ahora Black Freezer… ¡Basta ya de inclusión forzada y politizar todo!

Es broma, me parece su mejor transformación DESDE YA.",20057,648,255,2022-08-19 21:50:42,20960,Alto,Enfado,Alta,0.939
243,"Muy contento por mi amigo Pablo Salum 
@LEYANTISECTAS
 por haberse cargado la terrible secta que secuestró a su familia y a él mismo, y que le hizo vivir un infierno como pocos aguantarían. Por una vez, los buenos ganan.
Tenéis un podcast con él recomendadísimo.",6118,521,46,2022-08-20 01:16:23,6685,Medio,Alegría,Alta,0.996
244,Temporada nueva y el Madrid sigue siendo igual de puto pesado.,13504,346,196,2022-08-20 21:31:55,14046,Alto,Enfado,Alta,0.801
245,"Famosos en verano: fotos en yates y mansiones bien bronceados.
Mis vacaciones:",17508,852,363,2022-08-26 14:49:17,18723,Alto,Neutral,Media,0.68
246,Este año,12418,289,72,2022-08-28 18:59:47,12779,Alto,Neutral,Media,0.522
247,Hoy cumplo años,61777,1170,1642,2022-08-29 00:41:31,64589,Viral,Alegría,Alta,0.849
248,"Llega Septiembre y se terminan mis vacaciones.
El día 8 de este mes regresa THE WILD PROJECT con un invitado muy esperado por todos y que estoy seguro os va a encantar...
Además nuevos vídeos en EL RINCÓN DE GIORGIO y más sorpresas, una de ellas muy gorda.
¡Ya vuelve el papito!",14940,542,332,2022-09-01 17:54:01,15814,Alto,Alegría,Alta,0.987
249,ESTA XAVINETA VA CON EL TURBO,14912,532,144,2022-09-03 20:56:43,15588,Alto,Neutral,Alta,0.886
250,"REWIND HISPANO 2022 Si no se mueve ahora, no habrá Rewind.",27299,3688,362,2022-09-04 16:45:07,31349,Alto,Neutral,Alta,0.987
251,"ESTE 8 DE SEPTIEMBRE VUELVE THE WILD PROJECT
Comenzamos con una charla con el gran 
@EvilAFM
 que os va a encantar.
La semana que viene regresa la tertulia, y por supuesto, un nuevo invitado.
(Y no me olvido de El Rincón de Giorgio, prometido)",19064,1158,280,2022-09-05 17:44:32,20502,Alto,Alegría,Alta,0.989
252,Mensaje importante.,7945,529,145,2022-09-07 11:46:59,8619,Medio,Neutral,Alta,0.963
253,The Queen when Meghan Markle comes to say her goodbyes,615691,98319,3613,2022-09-08 13:15:29,717623,Viral,Neutral,Alta,0.846
254,"NUEVO VÍDEO
Regresa The Wild Project y lo hace con una leyenda del internet: alexelcapo 
@EvilAFM
 
¡No os lo perdáis!",4576,510,231,2022-09-08 13:53:11,5317,Medio,Alegría,Alta,0.986
255,foto para que actualicéis miniaturas de nada,13616,183,148,2022-09-08 16:20:41,13947,Alto,Neutral,Alta,0.993
256,"Amigos streamers/youtubers, he regresado después de 2 meses sin subir absolutamente nada nuevo, y la recepción y el cariño de la gente es exactamente el mismo o mayor.
Nadie se olvida de vosotros por tomaros un descanso REAL, sobre todo si ya lo habéis petado. Hacedlo, por salud.",33616,908,236,2022-09-09 12:59:54,34760,Alto,Neutral,Media,0.732
257,"Tony Ferguson Vs Nate Díaz llega 5 años tarde, pero al menos llega. Ojalá se vaya a 5 rounds de sangre y sudor. Combate legendario.
#UFC279",2293,67,46,2022-09-11 04:05:57,2406,Bajo,Alegría,Alta,0.89
258,"NUEVO PODCAST
Regresan las tertulias, como cada semana comentando las noticias más interesantes de los últimos días. Con Leo y Tamayo super stars.",1130,40,27,2022-09-13 14:25:47,1197,Bajo,Neutral,Alta,0.766
259,"Este miércoles he tenido problemas técnicos grabando el podcast, por lo que el jueves POR PRIMERA VEZ, The Wild Project va a ser en riguroso directo, con un invitado espectacular que va a contar cosas muy heavys.
A las 5 de la tarde como siempre 
¡No os lo perdáis!",4843,92,42,2022-09-14 22:58:59,4977,Medio,Alegría,Alta,0.797
260,"Este jueves a las 5 de la tarde (hora española)
¡Especial EN DIRECTO de The Wild Project!",954,47,22,2022-09-15 03:32:53,1023,Bajo,Neutral,Alta,0.799
261,A ver si yendo de blanco el Barça gana la Champions de una vez. Al menos los árbitros nos ayudarán más.,21092,997,898,2022-09-15 12:26:57,22987,Alto,Enfado,Media,0.586
262,"NUEVO PODCAST EN DIRECTO
En pocos minutos, haré mi primer podcast en streaming junto a Pablo Salum, que explicará como se ha cargado la secta que convirtió su vida en un infierno. ¡No te lo pierdas! #AntiSectasWild",850,56,20,2022-09-15 14:39:41,926,Bajo,Neutral,Alta,0.904
263,"Amores, este 3 de Noviembre publico mi nuevo libro:
ASÍ ES LA PUTA VIDA - El libro de ANTI-Autoayuda
Un libro en que trato muchos temas de actualidad, como veo la realidad de la vida, el negocio de la autoayuda, las redes, salud mental...
Resérvalo aquí: 
https://
amzn.to/3UdivRT",5937,1216,218,2022-09-16 12:06:54,7371,Medio,Neutral,Alta,0.995
264,"Que haya polémica en 2022 porque un jugador de fútbol baile (Vinicius) cuando esté contento por algo, me parece tan surrealista que ni sé ni como expresarlo. Señores, es solo furbo, 22 personas intentando meter un balón en una red. No le demos más seriedad de la que tiene.",16327,732,314,2022-09-17 11:16:37,17373,Alto,Enfado,Alta,0.872
265,"Me da igual si hay elfos negros, si Tolkien se remueve en su tumba, si el lore es invent o si los pelosos escuchan flamenco y fuman canutos. Los Anillos de Poder me está pareciendo simplemente ABURRIDA e insustancial. Como serie. El cuarto episodio me ha costado de terminar.",13807,888,657,2022-09-17 12:37:16,15352,Alto,Enfado,Alta,0.858
266,"Y aún con toda la polémica alrededor, tenía muchas ganas de que me gustara, como fan no tan solo de ESDLA sino de la fantasía medieval en general. Pero nada, no le encuentro ningún sentido, los protagonistas en su mayoría un desastre, las tramas flojas, solo se salva lo visual.",3385,97,78,2022-09-17 12:57:42,3560,Medio,Enfado,Media,0.73
267,"Venga va, este domingo vídeo en EL RINCÓN DE GIORGIO",10406,283,181,2022-09-17 20:23:35,10870,Alto,Neutral,Alta,0.953
268,"Me gusta mucho la idea de que en GTA 6 los protagonistas sean una pareja de novios, creo que se pueden tocar temas interesantes y sumarle una capa de complejidad a los personajes: celos, malentendidos, amor... Todo eso mientras matas al 12% de la población de la ciudad.",42503,1488,266,2022-09-18 14:39:44,44257,Alto,Neutral,Alta,0.985
269,"NUEVO VÍDEO
Regreso al Rincón de Giorgio con un nuevo vídeo después de las vacaciones. En esta ocasión, el terrible caso de Todd Kohlhepp, el asesino de reseñas de Amazon. No os lo podéis perder...",1927,91,31,2022-09-18 15:15:55,2049,Bajo,Neutral,Alta,0.979
270,"NUEVO PODCAST
Esta tertulia es muy especial porque ROSA llega para dejar las cosas claras de una vez por todas a Albert… no te lo pierdas!",1401,52,26,2022-09-20 14:35:37,1479,Bajo,Alegría,Alta,0.959
271,"NUEVO PODCAST
Anita Mateu, una de las sorpresas de los últimos tiempos en Youtube, me visita para charlar sobre como se vive en Cuba, las dificultades que existen para muchas cosas cotidianas, pero también las cosas buenas y curiosas. ¡No os lo perdáis!

https://
youtu.be/0UJT4_s6B3k",1728,117,67,2022-09-22 14:08:02,1912,Bajo,Alegría,Alta,0.964
272,"¡Amigos y amigas!
Estaré en directo en el canal de Josebas ahorita mismo: 
https://
twitch.tv/josebas__
Todos pa’dentro",773,32,16,2022-09-22 19:20:04,821,Bajo,Neutral,Alta,0.949
273,Acabo de darme cuenta de que el DLC de Residente del Mal 8: Pueblo sale justo durante mi semana de Halloween... interesante...,9461,276,133,2022-09-23 13:10:55,9870,Medio,Sorpresa,Alta,0.91
